IP,Country,Continent,ASN,Owner,Network,Malicious_Votes,Suspicious_Votes,Harmless_Votes,Undetected_Votes,Total_Reports,Reputation_Score,Threat_Label,Threat_Category,Regional_Registry,WHOIS_Summary,Tor_Node,Times_Submitted,Last_Analysis_Date,Threat_Severity,Data_Source,Enrichment_Breakdown
185.56.80.103,SC,AF,Unknown,Unknown,Unknown,0,0,39,52,91,0.0,unrated,clean,AFRINIC,"inetnum: 0.0.0.0 - 255.255.255.255
netname: IANA-BLK
descr: The whole IPv4 address space
country: EU",No,0,,Low,csv_import,
51.15.100.200,NL,EU,12876.0,Scaleway SAS,51.15.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,Unknown,No,0,,Low,csv_import,
51.15.100.201,NL,EU,12876.0,Scaleway SAS,51.15.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"Domain Name: scw.cloud
Registry Domain ID: D4178AD43A50F403AA05460D214760C97-NSR
Registrar WHOIS S",No,0,,Low,csv_import,
51.15.100.202,NL,EU,12876.0,Scaleway SAS,51.15.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"Domain Name: scw.cloud
Registry Domain ID: D4178AD43A50F403AA05460D214760C97-NSR
Registrar WHOIS S",No,0,,Low,csv_import,
51.15.100.203,NL,EU,12876.0,Scaleway SAS,51.15.0.0/16,0,0,54,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 51.15.0.0 - 51.15.127.255
netname: SCALEWAY-AMS
descr: Scaleway - Amsterdam, Netherlands
st",No,0,,Low,csv_import,
163.172.100.10,FR,EU,12876.0,Scaleway SAS,163.172.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"Domain Name: AUXILIA-FR.COM
 Registry Domain ID: 119189505_DOMAIN_COM-VRSN
 Registrar WHOIS Serve",No,0,,Low,csv_import,
163.172.100.11,FR,EU,12876.0,Scaleway SAS,163.172.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 163.172.0.0 - 163.172.255.255
status: LEGACY
mnt-routes: MNT-TISCALIFR
org: ORG-ONLI1-RIPE",No,0,,Low,csv_import,
163.172.100.12,FR,EU,12876.0,Scaleway SAS,163.172.0.0/16,0,0,39,52,91,0.0,unrated,clean,RIPE NCC,"Domain: poneytelecom.eu
Script: LATIN
Registrant:
 NOT DISCLOSED!
 Visit www.eurid.eu for webbased W",No,0,,Low,csv_import,
163.172.100.13,FR,EU,12876.0,Scaleway SAS,163.172.0.0/16,0,0,55,36,91,0.0,clean,clean,RIPE NCC,"inetnum: 163.172.0.0 - 163.172.255.255
status: LEGACY
mnt-routes: MNT-TISCALIFR
org: ORG-ONLI1-RIPE",No,0,,Low,csv_import,
212.47.230.100,FR,EU,12876.0,Scaleway SAS,212.47.224.0/19,0,0,55,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 212.47.224.0 - 212.47.239.255
org: ORG-ONLI1-RIPE
netname: SCALEWAY-PAR1
descr: Scaleway fr",No,0,,Low,csv_import,
212.47.230.101,FR,EU,12876.0,Scaleway SAS,212.47.224.0/19,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 212.0.0.0 - 212.255.255.255
CIDR: 212.0.0.0/8
NetName: RIPE-NCC-212
NetHandle: NET-212-0-0",No,0,,Low,csv_import,
212.47.230.102,FR,EU,12876.0,Scaleway SAS,212.47.224.0/19,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 212.47.224.0 - 212.47.239.255
org: ORG-ONLI1-RIPE
netname: SCALEWAY-PAR1
descr: Scaleway fr",No,0,,Low,csv_import,
212.47.230.103,FR,EU,12876.0,Scaleway SAS,212.47.224.0/19,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 212.47.224.0 - 212.47.239.255
org: ORG-ONLI1-RIPE
netname: SCALEWAY-PAR1
descr: Scaleway fr",No,0,,Low,csv_import,
195.154.100.50,FR,EU,12876.0,Scaleway SAS,195.154.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 195.154.0.0 - 195.154.127.255
org: ORG-ONLI1-RIPE
netname: SCALEWAY
descr: Scaleway
remarks",No,0,,Low,csv_import,
195.154.100.51,FR,EU,12876.0,Scaleway SAS,195.154.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 195.154.0.0 - 195.154.127.255
org: ORG-ONLI1-RIPE
netname: SCALEWAY
descr: Scaleway
remarks",No,0,,Low,csv_import,
195.154.100.52,FR,EU,12876.0,Scaleway SAS,195.154.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 195.0.0.0 - 195.255.255.255
CIDR: 195.0.0.0/8
NetName: RIPE-CBLK3
NetHandle: NET-195-0-0-0",No,0,,Low,csv_import,
195.154.100.53,FR,EU,12876.0,Scaleway SAS,195.154.0.0/16,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 195.0.0.0 - 195.255.255.255
CIDR: 195.0.0.0/8
NetName: RIPE-CBLK3
NetHandle: NET-195-0-0-0",No,0,,Low,csv_import,
45.33.32.156,US,Unknown,63949.0,Akamai Connected Cloud,45.33.0.0/17,4,0,54,33,91,0.0,clean,clean,ARIN,"Akamai Technologies, Inc. LINODE-US (NET-45-33-0-0-1) 45.33.0.0 - 45.33.127.255
Linode LINODE (NET-4",No,0,,Medium,csv_import,
198.199.103.105,US,Unknown,14061.0,"DigitalOcean, LLC",198.199.64.0/18,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 198.199.64.0 - 198.199.127.255
CIDR: 198.199.64.0/18
NetName: DIGITALOCEAN-198-199-64-0
Ne",No,0,,Low,csv_import,
104.131.0.69,US,Unknown,14061.0,"DigitalOcean, LLC",104.131.0.0/16,1,0,56,34,91,0.0,unrated,clean,ARIN,"NetRange: 104.131.0.0 - 104.131.255.255
CIDR: 104.131.0.0/16
NetName: DIGITALOCEAN-104-131-0-0
NetHa",No,0,,Low,csv_import,
192.241.235.82,US,Unknown,14061.0,"DigitalOcean, LLC",192.241.128.0/17,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 192.241.128.0 - 192.241.255.255
CIDR: 192.241.128.0/17
NetName: DIGITALOCEAN-192-241-128-0",No,0,,Low,csv_import,
198.199.119.161,US,Unknown,14061.0,"DigitalOcean, LLC",198.199.64.0/18,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 198.199.64.0 - 198.199.127.255
CIDR: 198.199.64.0/18
NetName: DIGITALOCEAN-198-199-64-0
Ne",No,0,,Low,csv_import,
162.243.140.240,US,Unknown,14061.0,"DigitalOcean, LLC",162.243.128.0/19,0,0,0,91,91,0.0,unrated,unrated,ARIN,No match found for edge.app.,No,0,,Low,csv_import,
198.199.12.221,US,Unknown,Unknown,Unknown,Unknown,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 198.199.8.0 - 198.199.13.255
CIDR: 198.199.8.0/22, 198.199.12.0/23
NetName: NETBLK-V22EMD",No,0,,Low,csv_import,
198.199.122.201,US,Unknown,14061.0,"DigitalOcean, LLC",198.199.64.0/18,0,1,54,36,91,0.0,unrated,clean,ARIN,"NetRange: 198.199.64.0 - 198.199.127.255
CIDR: 198.199.64.0/18
NetName: DIGITALOCEAN-198-199-64-0
Ne",No,0,,Low,csv_import,
107.170.212.44,US,Unknown,14061.0,"DigitalOcean, LLC",107.170.0.0/16,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetHandle: NET-107-170-0-0-1
NetType: Direct Allocation
Organization: DigitalOcean, LLC (DO-13)
Upda",No,0,,Low,csv_import,
