Domain,TLD,Domain_Length,Has_Numbers,Has_Hyphen,Registrar,Creation_Date,Last_Update_Date,Reputation,Malicious_Votes,Suspicious_Votes,Harmless_Votes,Undetected_Votes,Total_Engines,Threat_Severity,Categories,Popularity_Rank,Last_Analysis_Date,WHOIS_Summary,Data_Source,Enrichment_Breakdown
microsoft-alert.com,com,19,No,Yes,OVH sas,,,0.0,5,0,54,32,91,Medium,"{'BitDefender': 'parked', 'alphaMountain.ai': 'Suspicious (alphaMountain.ai)'}",500000,,"Admin City: REDACTED FOR PRIVACY
Admin Country: FR
Admin Organization: REDACTED FOR PRIVACY
Admin Po",VirusTotal,
windows-warning.com,com,19,No,Yes,"GODADDY.COM, LLC",,,0.0,0,0,0,91,91,Low,{},910000,,"Domain Name: WINDOWS-WARNING.COM
Registrar: GODADDY.COM, LLC
Sponsoring Registrar IANA ID: 146
Whois",VirusTotal,
pc-optimizer.net,net,16,No,Yes,"GODADDY.COM, LLC",,,0.0,0,0,0,91,91,Low,{},910000,,"Domain Name: PC-OPTIMIZER.NET
Registrar: GODADDY.COM, LLC
Sponsoring Registrar IANA ID: 146
Whois Se",VirusTotal,
error-cleaner.com,com,17,No,Yes,"NameCheap, Inc.",,,0.0,0,0,0,91,91,Low,{'BitDefender': 'education'},910000,,"Creation Date: 2011-01-09T13:25:08Z
DNSSEC: unsigned
Domain Name: ERROR-CLEANER.COM
Domain Status: c",VirusTotal,
system-repair.net,net,17,No,Yes,Unknown,,,0.0,0,0,56,35,91,Low,{},613367,,"Create date: 2026-02-18 00:00:00
Domain name: system-repair.net
Domain registrar id: 4067.0
Domain r",VirusTotal,
virus-removal.org,org,17,No,Yes,"Namesilo, LLC",,,0.0,0,0,48,43,91,Low,{},910000,,"Creation Date: 2020-05-14T05:14:54Z
DNSSEC: unsigned
Domain Name: VIRUS-REMOVAL.ORG
Domain Status: c",VirusTotal,
tech-support-alert.com,com,22,No,Yes,"ENOM, INC.",,,0.0,0,0,55,36,91,Low,{},910000,,"Domain Name: TECH-SUPPORT-ALERT.COM
Registrar: ENOM, INC.
Sponsoring Registrar IANA ID: 48
Whois Ser",VirusTotal,
security-alert-windows.com,com,26,No,Yes,"GODADDY.COM, LLC",,,0.0,0,0,0,91,91,Low,{'Forcepoint ThreatSeeker': 'newly registered websites'},910000,,"Domain Name: SECURITY-ALERT-WINDOWS.COM
Registrar: GODADDY.COM, LLC
Sponsoring Registrar IANA ID: 14",VirusTotal,
canadian-pharmacy.net,net,21,No,Yes,Danesco Trading Ltd.,,,0.0,0,0,0,91,91,Low,{},910000,,"Domain Name: CANADIAN-PHARMACY.NET
Registry Domain ID: 1870054044_DOMAIN_NET-VRSN
Registrar WHOIS Se",VirusTotal,
rx-pills.com,com,12,No,Yes,Unknown,,,0.0,0,1,58,32,91,Low,{'alphaMountain.ai': 'Health (alphaMountain.ai)'},910000,,"Create date: 2025-03-01 00:00:00
Domain name: rx-pills.com
Domain registrar id: 3765
Domain registra",VirusTotal,
online-rx.net,net,13,No,Yes,"NICENIC INTERNATIONAL GROUP CO., LIMITED",,,0.0,0,0,56,35,91,Low,{},910000,,"Creation Date: 2019-04-20T12:55:03Z
Creation Date: 2019-04-20T12:56:52Z
DNSSEC: unsigned
Domain Name",VirusTotal,
cheap-meds.org,org,14,No,Yes,Unknown,,,0.0,0,0,46,45,91,Low,{},910000,,Unknown,VirusTotal,
pills-online.com,com,16,No,Yes,Danesco Trading Ltd.,,,0.0,0,0,0,91,91,Low,{},910000,,"Admin City: Statutory Masking for data privacy
Admin Country: Statutory Masking for data privacy
Adm",VirusTotal,
generic-drugs.net,net,17,No,Yes,"GoDaddy.com, LLC",,,0.0,0,0,0,91,91,Low,{},910000,,"Creation Date: 1997-08-12T04:00:00Z
DNSSEC: unsigned
Domain Name: GENERIC-DRUGS.NET
Domain Status: c",VirusTotal,
pharma-shop.org,org,15,No,Yes,Porkbun LLC,,,0.0,10,1,48,32,91,Medium,{},1000000,,"Creation Date: 2024-03-22T08:06:30Z
DNSSEC: unsigned
Domain Name: pharma-shop.org
Domain Status: cli",VirusTotal,
discount-rx.com,com,15,No,Yes,ABOVE.COM PTY LTD.,,,0.0,0,0,58,33,91,Low,{},910000,,"Admin Country: PL
Admin Email: dc3a58abd7ab9746s@privacy.above.com
Admin State/Province: mazowieckie",VirusTotal,
exploit.in,in,10,No,No,"NameSilo, LLC",,,-1.0,0,1,58,32,91,Low,{},50635,,"Admin City: REDACTED FOR PRIVACY
Admin Country: REDACTED FOR PRIVACY
Admin Organization: REDACTED FO",VirusTotal,
hackforums.net,net,14,No,No,Epik LLC,,,0.0,1,1,55,34,91,Low,{},36308,,"Admin City: Sheridan
Admin Country: US
Admin Email: 0260899467e959aas@anonymize.com
Admin Organizati",VirusTotal,
nulled.to,to,9,No,No,Government of Kingdom of Tonga,,,-42.0,2,1,55,33,91,Low,{},15381,,"Creation Date: 2022-03-05T04:40:15.000Z
DNSSEC: unsigned
Domain Name: nulled.to
Domain Status: ok ht",VirusTotal,
cracked.io,io,10,No,No,Immaterialism Limited,,,0.0,5,1,50,35,91,Medium,{},8651,,"Admin City: REDACTED
Admin Country: REDACTED
Admin Organization: REDACTED
Admin Postal Code: REDACTE",VirusTotal,
sinfulsite.com,com,14,No,No,Unknown,,,0.0,0,0,56,35,91,Low,{},385043,,"Administrative city: Reykjavik
Administrative country: Iceland
Administrative email: 33af5f243326fd0",VirusTotal,
darkc0de.com,com,12,Yes,No,"GoDaddy.com, LLC",,,0.0,2,0,56,33,91,Low,{},474432,,"Creation Date: 2007-07-28T22:18:33Z
DNSSEC: signedDelegation
Domain Name: DARKC0DE.COM
Domain Status",VirusTotal,
packetstormsecurity.com,com,23,No,No,"Network Solutions, LLC",,,1.0,1,0,57,33,91,Low,{},37542,,"Creation Date: 2001-04-09T21:39:04Z
DNSSEC: 41063 13 2 8C734FCCB15CCC4F14F31383ADA06156085180F5F9D22",VirusTotal,
exploit-db.com,com,14,No,Yes,GANDI SAS,,,1.0,3,1,57,30,91,Low,"{'alphaMountain.ai': 'Hacking, Information/Computer Security (alphaMountain.ai)', 'BitDefender': 'hacking', 'Sophos': 'hacking', 'Forcepoint ThreatSee",13825,,"Admin City: REDACTED FOR PRIVACY
Admin Country: REDACTED FOR PRIVACY
Admin Email: 54aec3dfbcc18963s@",VirusTotal,
securiteam.com,com,14,No,No,"Amazon Registrar, Inc.",,,0.0,0,0,54,37,91,Low,{},661624,,"Creation Date: 1998-07-03T04:00:00Z
DNSSEC: unsigned
Domain Name: SECURITEAM.COM
Domain Name: securi",VirusTotal,
securityfocus.com,com,17,No,No,"GoDaddy Corporate Domains, LLC",,,0.0,1,0,57,33,91,Low,{},47747,,"Creation Date: 1999-01-30T05:00:00Z
DNSSEC: signedDelegation
Domain Name: SECURITYFOCUS.COM
Domain S",VirusTotal,
osvdb.org,org,9,No,No,"GoDaddy.com, LLC",,,0.0,0,0,59,32,91,Low,{},797538,,"Creation Date: 2002-07-17T22:54:40Z
DNSSEC: unsigned
Domain Name: osvdb.org
Domain Status: clientDel",VirusTotal,
xssposed.org,org,12,No,No,"GoDaddy.com, LLC",,,0.0,0,0,57,34,91,Low,{},910000,,"Creation Date: 2014-05-06T17:12:50Z
DNSSEC: unsigned
Domain Name: xssposed.org
Domain Status: client",VirusTotal,
xss.is,is,6,No,No,Unknown,,,-1.0,4,1,55,31,91,Medium,{},62888,,"created: November 12 2009
created: October 30 2006
created: September 19 2018
dnssec: unsigned deleg",VirusTotal,
antichat.ru,ru,11,No,No,RU-CENTER-RU,,,1.0,1,1,56,33,91,Low,"{'BitDefender': 'webproxy', 'Xcitium Verdict Cloud': 'information security', 'Sophos': 'information technology', 'Forcepoint ThreatSeeker': 'hacking'}",309665,,"Last updated on 2026-04-11T07:03:01Z
created: 2001-08-30T20:00:00Z
domain: ANTICHAT.RU
nserver: pns1",VirusTotal,
carder.pro,pro,10,No,No,One.com A/S,,,0.0,3,1,54,33,91,Low,"{'alphaMountain.ai': 'Hosting, Parked Site, Suspicious (alphaMountain.ai)'}",454147,,"Admin City: REDACTED FOR PRIVACY
Admin Country: REDACTED FOR PRIVACY
Admin Organization: REDACTED FO",VirusTotal,
verified.sc,sc,11,No,No,Unknown,,,0.0,2,0,55,34,91,Low,{},312359,,Unknown,VirusTotal,
iot-scanner.com,com,15,No,Yes,Porkbun LLC,,,0.0,0,0,56,35,91,Low,{},910000,,"Creation Date: 2020-05-21T23:48:14Z
DNSSEC: unsigned
Domain Name: IOT-SCANNER.COM
Domain Status: cli",VirusTotal,
default-password.com,com,20,No,Yes,Unknown,,,0.0,0,0,56,35,91,Low,{},910000,,"Administrative city: Reykjavik
Administrative country: Iceland
Administrative email: 16a00471178b27b",VirusTotal,
flash-update.net,net,16,No,Yes,Unknown,,,0.0,0,0,57,34,91,Low,{},910000,,"Administrative city: Reykjavik
Administrative country: Iceland
Administrative email: 007ee07460ecfca",VirusTotal,
java-update.org,org,15,No,Yes,"NameCheap, Inc.",,,0.0,0,0,56,35,91,Low,{},910000,,"Creation Date: 2023-05-31T15:58:33Z
DNSSEC: unsigned
Domain Name: java-update.org
Domain Status: cli",VirusTotal,
chrome-update.net,net,17,No,Yes,Unknown,,,0.0,0,0,55,36,91,Low,{},910000,,"Administrative city: San Mateo
Administrative country: United States
Administrative state: Californi",VirusTotal,
firefox-update.org,org,18,No,Yes,Unknown,,,0.0,0,0,0,91,91,Low,{},910000,,"Create date: 2004-11-24 00:00:00
Domain name: firefox-update.org
Domain registrar id: 292
Domain reg",VirusTotal,
adobe-update.com,com,16,No,Yes,"GMO Internet Group, Inc. d/b/a Onamae.com",,,0.0,6,1,52,32,91,Medium,"{'alphaMountain.ai': 'Information Technology, Suspicious (alphaMountain.ai)'}",600000,,"Admin City: Largyab Gewog
Admin Country: BT
Admin Email: c7f48c2cef845b1es@proton.me
Admin Organizat",VirusTotal,
windows-update.net,net,18,No,Yes,"NameSilo, LLC",,,0.0,0,0,57,34,91,Low,{},910000,,"Creation Date: 2025-02-18T06:35:04Z
DNSSEC: unsigned
Domain Name: WINDOWS-UPDATE.NET
Domain Status:",VirusTotal,
antivirus-update.org,org,20,No,Yes,Unknown,,,0.0,0,0,0,91,91,Low,{},910000,,Unknown,VirusTotal,
driver-update.net,net,17,No,Yes,"GoDaddy.com, LLC",,,0.0,0,0,48,43,91,Low,{},910000,,"Creation Date: 2008-05-11T17:39:20Z
DNSSEC: unsigned
Domain Name: DRIVER-UPDATE.NET
Domain Status: c",VirusTotal,
media-player-update.com,com,23,No,Yes,"PSI-USA, INC. DBA DOMAIN ROBOT",,,0.0,0,0,0,91,91,Low,{},910000,,"Domain Name: MEDIA-PLAYER-UPDATE.COM
Registrar: PSI-USA, INC. DBA DOMAIN ROBOT
Sponsoring Registrar",VirusTotal,
geeksforgeeks.org,org,17,No,No,Unknown,2026-05-24,2026-05-24,-10.5,7,1,0,0,8,Medium,"{'ssl certificate': 'ssl certificate', 'network': 'network', 'malware': 'malware', 'whois record': 'whois record', 'contacted': 'contacted'}",700000,2026-05-24,Pulses associated: 49.,live_api,
thanhnien.vn,vn,12,No,No,Unknown,2026-05-24,2026-05-24,2.0,0,0,2,0,2,Low,{},10000,2026-05-24,Pulses associated: 0.,live_api,
microsoft.com,com,13,No,No,Unknown,2026-05-24,2026-05-24,2.0,0,0,2,0,2,Low,{},10000,2026-05-24,Pulses associated: 0.,live_api,
nvidia.com,com,10,No,No,Unknown,2026-05-24,2026-05-24,-9.0,6,1,0,0,7,Medium,"{'geoip': 'geoip', 'as54113': 'as54113', 'fastly': 'fastly', 'as20940': 'as20940', 'as15169': 'as15169'}",600000,2026-05-24,Pulses associated: 40.,live_api,
otx.alienvault.com,com,18,No,No,Unknown,2026-05-25,2026-05-25,2.0,0,0,2,0,2,Low,{},10000,2026-05-25,Pulses associated: 0.,live_api,
applight.mobi,mobi,13,No,No,Unknown,2026-05-25,2026-05-25,-1.5,1,1,0,0,2,Low,"{'rooting': 'rooting', 'rootnik': 'rootnik', 'android': 'android', 'app promotion': 'app promotion', 'wifi credentials': 'wifi credentials'}",100000,2026-05-25,Pulses associated: 2.,live_api,
jaxfire.mobi,mobi,12,No,No,Unknown,2026-05-25,2026-05-25,-1.5,1,1,0,0,2,Low,"{'rooting': 'rooting', 'rootnik': 'rootnik', 'android': 'android', 'app promotion': 'app promotion', 'wifi credentials': 'wifi credentials'}",100000,2026-05-25,Pulses associated: 2.,live_api,
shenmeapp.info,info,14,No,No,Unknown,2026-05-25,2026-05-25,-1.5,1,1,0,0,2,Low,"{'rooting': 'rooting', 'rootnik': 'rootnik', 'android': 'android', 'app promotion': 'app promotion', 'wifi credentials': 'wifi credentials'}",100000,2026-05-25,Pulses associated: 2.,live_api,
flipboxstudio.info,info,18,No,No,"NameSilo, LLC",2026-05-25,2026-05-25,-25.5,17,1,0,0,18,Critical,"{'developer compromise': 'developer compromise', 'rce backdoor': 'rce backdoor', 'laravel': 'laravel', 'supply chain attack': 'supply chain attack', 'information stealer': 'information stealer'}",1700000,2026-05-25,Pulses associated: 3.,live_api,
hal-cert.com,com,12,No,Yes,Unknown,2026-05-29,2026-05-29,-3.0,2,1,0,0,3,Medium,{},200000,2026-05-29,Pulses associated: 0.,live_api,"[{""source_type"": ""DOMAIN"", ""source_key"": ""hal-cert.com"", ""engine"": ""VirusTotal"", ""verdict"": ""SUSPICIOUS"", ""confidence"": ""MEDIUM"", ""score"": 2, ""note"": ""VirusTotal: 2 malicious engines"", ""summary"": ""VirusTotal: 2 malicious engines""}]"
nexus-posta.com,com,15,No,Yes,"HOSTINGER operations, UAB",2026-05-29,2026-05-29,2.0,0,0,2,0,2,Low,{},10000,2026-05-29,Pulses associated: 0.,live_api,"[{""source_type"": ""DOMAIN"", ""source_key"": ""nexus-posta.com"", ""engine"": ""RDAP"", ""verdict"": ""INFORMATIONAL"", ""confidence"": ""LOW"", ""score"": 0.0, ""note"": ""RDAP: registrar info found"", ""summary"": ""RDAP: registrar info found""}]"
doubleclick.net,net,15,No,No,MarkMonitor Inc.,2026-05-29,2026-05-29,-10.5,7,1,0,0,8,Medium,"{'sqlite': 'sqlite', 'query language': 'query language', 'id http': 'id http', 'nomeente http': 'nomeente http', 't http': 't http'}",700000,2026-05-29,Pulses associated: 50.,live_api,"[{""source_type"": ""DOMAIN"", ""source_key"": ""doubleclick.net"", ""engine"": ""OTX"", ""verdict"": ""MALICIOUS"", ""confidence"": ""HIGH"", ""score"": 7.0710678118654755, ""note"": ""OTX: 50 associated pulses"", ""summary"": ""OTX: 50 associated pulses""}, {""source_type"": ""DOMAIN"", ""source_key"": ""doubleclick.net"", ""engine"": ""RDAP"", ""verdict"": ""INFORMATIONAL"", ""confidence"": ""LOW"", ""score"": 0.0, ""note"": ""RDAP: registrar info found"", ""summary"": ""RDAP: registrar info found""}]"
